Claimant ZIP,Employer ZIP,Case,Filed,Status,Employer,Amount Demanded,Amount Resolved,Closed,Industry
60548,60462,14-A00352,2014-08-04,Dismissed,"Integrity Heating & Cooling, Inc",,,2016-01-22,Service
60629,60173,14-A00354,2014-08-04,Dismissed,Rainforest Cafe,,,2015-11-18,Restaurant
60611,60601,14-A00355,2014-08-04,Dismissed,McCormick and Schmick's ,,,2016-01-11,Restaurant
60446,60565,14-A00357,2014-08-04,Dismissed,Ware Landscaping,,,2014-12-15,Construction/Landscaping
60649,60653,14-A00358,2014-08-05,Fully Paid,Pioneer Village Apts,21613.77,,2015-10-29,Real Estate
,60617,14-A00359,2014-08-05,Dismissed,"Macias Produce, Inc",,,2015-02-27,Grocery
60056,60047,14-A00360,2014-08-05,Dismissed,Apex Landscaping,,,2015-06-17,
60110,60109,14-A00361,2014-08-05,Dismissed,Central Community Unit School District 301,,,2016-08-31,Service
85392,60415,14-A00362,2014-08-05,Dismissed,ABI Logistics Group,,,,
61115,61073,14-A00364,2014-08-08,Dismissed,Stateline Maintenance,,,,Automotive
30427,38303,14-A00365,2014-08-08,Dismissed,"D and D Masonry Contractors, LLC",,,,
60428,60181,14-A00366,2014-08-08,Dismissed,Hallcon Crew Transport,,,,Transportation
60623,60624,14-A00368,2014-08-08,Fully Paid,"The Beauty Center, Inc",10241.86,,2015-08-31,Consumer Products
62018,62002,14-A00370,2014-08-08,Dismissed,Andy's Tire and Auto Service,,,2015-12-07,Automotive
62233,62278,14-A00372,2014-08-08,Fully Paid,Huggins Inc (Subway),561.01,,2015-01-15,Fast Food
60085,53143,14-A00373,2014-08-08,Fully Paid,JLC Landscaping,4350,,2015-07-13,Construction/Landscaping
60073,60048,14-A00374,2014-08-08,Dismissed,Fould's Inc,,,2015-09-07,Manufacturing
60523,60559,14-A00375,2014-08-08,Dismissed,Pompei Restaurant,,,2014-11-10,Restaurant
,60450,14-A00376,2014-08-08,Fully Paid,Park Pointe Healthcare & Rehab Ctr,22782.39,,2016-04-15,Health Care
60827,60467,14-A00377,2014-08-08,Dismissed,Homewood Suites by Hilton,,,2015-11-19,Service
60188,60563,14-A00378,2014-08-08,Dismissed,United Express Systems,,,,Transportation
60014,60014,14-A00379,2014-08-11,Dismissed,Pontarelli's Pizza and Wings,,,2015-11-10,Restaurant
49841,60072,14-A00380,2014-08-11,Fully Paid,O'leary's Pub and Grub,369.73,,2015-10-22,Restaurant
60513,60515,14-A00381,2014-08-11,Fully Paid,AIG,930.77,,2015-04-24,Insurance
,60005,14-A00382,2014-08-11,Dismissed,La Tasca Tapas Restaurant,1800,,2016-03-23,Restaurant
60164,60164,14-A00383,2014-08-11,Dismissed,"Grand & Wolf Petroleum, Inc./dba: Grand & Wolf Citgo ",,,2016-05-04,Consumer Products
62206,62206,14-A00384,2014-05-05,Dismissed,Midwest Nonwovens,,,2016-01-30,Manufacturing
60626,60602,14-A00385,2014-08-14,Dismissed,Law office of John S Xydakis PC,,,,Legal
,61109,14-A00386,2014-07-30,Dismissed,Bino's Italian Restaurant,600,,2016-03-23,Restaurant
60601,60629,14-A00387,2014-07-30,Fully Paid,Catalyst Charter School-Maria,,,2015-06-15,
60302,60305,14-A00388,2014-07-18,Dismissed,Theodore Stone Forest,,,2014-11-10,
60623,60473,14-A00389,2014-07-29,Dismissed,"Martin Produce, Inc.",,,2015-11-18,Transportation
94080,60601,14-A00390,2014-06-30,Dismissed,Fulcrum Global Technologies,,,,
60644,60617,14-A00391,2014-07-29,Dismissed,Havas Media,,,2015-05-08,
60647,60614,14-A00392,2014-07-29,Dismissed,The Nest Furniture,,,2015-01-26,
60622,60642,14-A00393,2014-07-29,Dismissed,Homemade Pizza Co.,,,,
60164,60074,14-A00394,2014-08-15,Dismissed,Phillips 66 Gas Station,,,2015-12-05,Service
60629,6060,14-A00395,2014-07-29,Dismissed,Wiley's Lawn Care,,,,Construction/Landscaping
60660,60608,14-A00397,2014-07-29,Dismissed,Optimum Security Investigation,,,,
60601,,14-A00398,2014-08-15,Dismissed,Pete's Fresh Market,,,,Grocery
60545,60453,14-A00399,2014-07-29,Dismissed,D&B Carpentry,,,2015-11-06,Construction/Landscaping
60438,60411,14-A00401,2014-07-29,Fully Paid,First Step Preschool of Lynwood,3449.36,,2016-10-10,Education
60618,77535,14-A00403,2014-07-25,Dismissed,DBA-Nolo's Renovation Team,,,2015-06-29,
61559,50021,14-A00404,2014-07-25,Dismissed,Casey's General Stores,,,2015-04-29,
60056,60067,14-A00405,2014-08-15,Dismissed,Baloun and Company,,,2015-10-16,Financial Services
60445,60712,14-A00406,2014-07-16,Dismissed,"Symphony HMG, LLC",,,2015-08-31,Health Care
,75063,14-A00407,2014-08-15,Dismissed,ICS Merrill/ EMSI Investigative Division,,,2016-05-19,Service
61842,61853,14-A00408,2014-08-15,Dismissed,"Asharss, Inc BP Gas and Convenience",,,2016-02-24,
60621,60302,14-A00409,2014-08-15,Dismissed,Tuff Financial Group,,,,Service
60642,60607,14-A00410,2014-08-15,Dismissed,Leslie Hindman Auctioneers,,,2014-11-26,Service
60641,60641,14-A00411,2014-08-15,Dismissed,Way-Ken Contractors Supply,,,2015-06-29,Consumer Products
61109,60115,14-A00412,2014-08-15,Dismissed,Metropolitan Janitorial Service,,,2015-01-09,Service
61073,60015,14-A00413,2014-08-15,Dismissed,"APAC Customer Services, Inc.",,,2016-08-24,Telecommunications
60653,,14-A00414,2014-08-15,Fully Paid,"Caribbean Dining, Inc",2328.56,,2015-12-15,Restaurant
61611,61550,14-A00415,2014-08-15,Dismissed,Quality Inn,,,,Service
60194,60172,14-A00416,2014-08-18,Dismissed,"Mister Natural Services, Inc",0,,2015-07-31,Service
60090,60010,14-A00417,2014-08-18,Dismissed,Three Oaks Montessori School Annex,,,2015-01-20,Education
60623,60622,14-A00418,2014-08-18,Dismissed,Old Oak Tap,,,,Restaurant
60428,60473,14-A00419,2014-08-18,Dismissed,Carl Buddig,,,2015-04-07,Manufacturing
60201,60712,14-A00420,2014-08-18,Fully Paid,El Pueblito #3,,,2015-08-10,Restaurant
62901,62901,14-A00421,2014-08-18,Dismissed,The Mentor Network,,,2015-03-09,
53128,60060,14-A00422,2014-09-12,Dismissed,U.S. Postal Service,,,,Service
60645,60449,14-A00423,2014-09-12,Dismissed,Super 8 Motel,,,2015-03-09,Lodging/Hospitality
60438,60426,14-A00424,2014-09-15,Dismissed,"Trucking Experts, LLC",0,,2015-10-24,Transportation
60605,60610,14-A00425,2014-08-18,Dismissed,Chicago Housing Authority CVR Inspections,,,2016-01-30,Lodging/Hospitality
60614,60614,14-A00426,2014-08-18,Dismissed,Summer House Santa Monica,,,2016-01-30,Restaurant
62249,62060,14-A00427,2014-08-18,Dismissed,Quality Rail Services Inc. ,,,2016-02-06,Transportation
60628,60607,14-A00428,2014-08-18,Dismissed,Alonti Catering,,,2016-02-06,Restaurant
60030,60030,14-A00430,2014-08-18,Dismissed,Capps Plumbing & Sewer Inc. ,,,2016-02-06,
46342,60411,14-A00432,2014-08-18,Dismissed,Jacobson Logistics,,,2016-02-06,
62401,62401,14-A00433,2014-08-18,Dismissed,GENCO,,,2016-02-06,Manufacturing
62941,62035,14-A00434,2014-08-18,Dismissed,Midland Railway Supply Inc. ,,,2016-02-06,Transportation
60613,60607,14-A00435,2014-08-18,Dismissed,Grange Hall Burger Bar,,,2016-02-06,Restaurant
62526,66215,14-A00436,2014-08-18,Fully Paid,Renzenberger Transportation Service,,,2014-12-31,Transportation
62864,62864,14-A00437,2014-08-27,Dismissed,Progressive Careers and Housing,,,2016-01-30,Lodging/Hospitality
60805,60160,14-A00438,2014-08-27,Dismissed,Professional Pride Security LLC,,,2014-10-22,Security Company
53141,60062,14-A00439,2014-08-27,Dismissed,Allied Barton Security Services,,,2014-11-06,Security Company
60174,60174,14-A00441,2014-08-27,Dismissed,Robins Nest Assisted Living LLC,,,2014-10-22,Lodging/Hospitality
61953,61938,14-A00442,2014-08-28,Dismissed,Wireless Mike,,,2014-09-12,Telecommunications
60174,60101,14-A00444,2014-08-29,Dismissed,Avesena Home Health Care,,,2014-09-19,Health Care
,62220,14-A00445,2014-09-02,Dismissed,"Daryl R Burns, Jr",,,2014-10-17,Service
60101,60523,14-A00446,2014-09-02,Dismissed,Vector,,,2015-11-18,Consumer Products
60629,60657,14-A00447,2014-09-05,Fully Paid,"Prarie Home Builders, LTD",2448.25,,2015-07-13,Construction/Landscaping
62702,62702,14-A00448,2014-09-05,Dismissed,Suttill's Gardens,,,2015-03-09,Construction/Landscaping
60649,60302,14-A00449,2014-09-03,Dismissed,Premier Home Health Care Service Inc,,,2015-09-07,Health Care
60020,60555,14-A00450,2014-09-03,Dismissed,National Express Corporation,,,2015-10-24,Transportation
60505,60505,14-A00451,2014-09-03,Dismissed,Atlas Staffing Inc,,,2015-03-09,
,,14-A00452,2014-09-03,Dismissed,Sweet Belly,,,2014-09-11,"Food, Beverage & Tobacco"
60804,,14-A00454,2014-09-03,Dismissed,Elite Staffing,,,2015-10-24,Day and Temporary Labor/Staffing
60609,60652,14-A00457,2014-09-08,Dismissed,Dunkin Donuts,,,2016-02-06,Restaurant
60115,60115,14-A00458,2014-09-08,Dismissed,Kishwaukee Country Club,,,2015-01-23,Sports
61350,61350,14-A00459,2014-09-08,Dismissed,"Kaysee Club, Knights of Columbus",,,2014-10-07,Government
62702,62703,14-A00461,2014-09-08,Dismissed,Red Lobster,,,2014-10-03,Restaurant
62650,62703,14-A00462,2014-09-15,Dismissed,Henderson Advertising,,,,Advertising
60477,60521,14-A00463,2014-09-15,Fully Paid,Sorrelli Trucking,10351.25,,,Transportation
60545,60545,14-A00465,2014-09-15,Dismissed,"Gramma's Family Restaurant, Inc",,,2015-09-07,Restaurant
62027,62016,14-A00466,2014-09-15,Dismissed,Carrolton Community Unit School Dist 1,,,2014-10-21,Education
50177,60142,14-A00467,2014-09-15,Dismissed,Bravo Construction Co,3800,,2016-03-23,Construction/Landscaping
60626,60085,14-A00469,2014-09-15,Dismissed,Penske Logistics,,,,Transportation
60153,60162,14-A00470,2014-09-15,Dismissed,Central Transport,,,2015-10-24,Transportation
60440,60156,14-A00471,2014-09-15,Fully Paid,"Collision Equipment Experts, Inc",24915.46,,2015-11-18,Service
60617,60619,14-A00473,2014-09-15,Dismissed,Medical Professionals for Home Healthcare,,,2015-12-02,Health Care
60544,60517,14-A00474,2014-09-15,Dismissed,Village of IV Organization,,,2014-10-03,Government
60651,60612,14-A00475,2014-09-15,Dismissed,Northwestern Memorial Hospital Imaging,,,2016-01-23,Health Care
60453,60453,14-A00476,2014-09-15,Dismissed,Kindercare Learning Center,,,2016-02-06,Education
60505,60543,14-A00477,2014-09-23,Dismissed,"Circle K ""Shell Gas Station""",,,2016-02-06,
62946,62946,14-A00479,2014-09-24,Dismissed,Harrisburg Medical,,,2015-10-24,Health Care
60636,60609,14-A00480,2014-09-24,Dismissed,Do Rite Donuts,,,2015-06-26,"Food, Beverage & Tobacco"
60804,60804,14-A00481,2014-09-25,Dismissed,California Muffler & Brake,,,2015-08-31,Automotive
61282,61265,14-A00482,2014-09-25,Dismissed,Walgreens,,,2014-12-05,Consumer Products
60402,60175,14-A00484,2014-09-29,Fully Paid,West Gate Dental,2542.79,,2015-12-17,Health Care
60612,60614,14-A00486,2014-09-29,Dismissed,Pizzeria da Nella,,,2016-04-28,Restaurant
60171,60634,14-A00487,2014-09-29,Fully Paid,American Auto Insurance Agency,17433.95,,2015-11-17,Automotive
60409,60403,14-A00488,2014-09-29,Dismissed,Old Dominion Freight ,,,2014-10-16,Transportation
60091,60015,14-A00489,2014-09-29,Dismissed,Walgreen's ,,,2015-08-31,Pharmaceuticals
60416,60174,14-A00490,2014-10-01,Fully Paid,Titan Plumbing,540,,2015-12-03,Service
60077,60005,14-A00491,2014-09-29,Dismissed,"Center of IL Home Healthcare, Inc",,,2015-09-07,Health Care
60506,60134,14-A00494,2014-09-29,Dismissed,Power Packaging,,,2014-12-15,Service
61455,61455,14-A00495,2014-09-29,Dismissed,"Laverdiere Construction, Inc",,,2015-06-29,Construction/Landscaping
52001,61085,14-A00497,2014-09-29,Fully Paid,Blackhawk Run Golfcourse,311.63,,2016-10-10,Entertainment & Leisure
60423,60185,14-A00498,2014-09-30,Dismissed,"Midwest Lube Centers, LLC",,,2014-12-15,Automotive
60804,60423,14-A00499,2014-09-30,Fully Paid,"Campbell Electricians, Inc",,,2015-05-04,Service
60532,60446,14-A00500,2014-10-01,Dismissed,International Hauling and Excavating,,,2014-12-15,Service
60616,60616,14-A00502,2014-10-03,Dismissed,Comgraphics,,,2014-10-22,Telecommunications
60649,60707,14-A00503,2014-10-03,Dismissed,Right at Home Oak Park Chicago,,,2016-02-06,Health Care
62896,62896,14-A00504,2014-10-03,Dismissed,Dairy Queen,,,2016-02-06,Restaurant
60620,60714,14-A00505,2014-10-03,Dismissed,M V Transportation,,,2016-02-06,Transportation
60016,60016,14-A00506,2014-10-07,Dismissed,Food Service Inc _ OCC,,,,"Food, Beverage & Tobacco"
60680,60007,14-A00507,2014-10-07,Dismissed,La Quinta Ohare,,,2015-03-10,Lodging/Hospitality
46312,60654,14-A00508,2014-10-10,Dismissed,Blommer Chocolate Company,,,2016-02-06,Manufacturing
60805,60160,14-A00509,2014-10-15,Dismissed,"Professional Pride Security, LLC",,,2015-09-07,Security Company
60477,60803,14-A00510,2014-10-15,Dismissed,R-K Press Brake Dies,,,2014-10-21,Manufacturing
60181,60608,14-A00511,2014-10-15,Dismissed,Acme Refining,,,2015-11-18,Service
62242,62298,14-A00512,2014-10-15,Dismissed,"Monro Muffler Brake, Inc",,,2014-12-15,Automotive
60047,60169,14-A00513,2014-10-15,Dismissed,TigerDirect,,,2015-01-26,Computer
,60403,14-A00515,2014-10-15,Dismissed,Aaron Thomas Co,0,,2015-09-07,Manufacturing
60089,60714,14-A00516,2014-10-15,Fully Paid,DuRebak Restaurant,630,,2015-10-16,Restaurant
60628,60628,14-A00517,2014-10-15,Dismissed,Subway,,,2015-02-23,Fast Food
60618,60641,14-A00519,2014-10-15,Dismissed,Etiquette Event Staffing,,,2015-08-19,Day and Temporary Labor/Staffing
37303,60446,14-A00520,2014-10-15,Dismissed,Transport Colors Repair & Refinishing,,,2015-11-06,Automotive
60153,60102,14-A00521,2014-10-15,Dismissed,Nick's All American Landscaping,,,2015-11-02,Construction/Landscaping
60188,60174,14-A00523,2014-10-16,Fully Paid,North Avenue Charhouse,4875.13,2000,2015-10-08,Restaurant
60620,60804,14-A00524,2014-10-22,Fully Paid,Cedar Pointe Rehab and Nursing Cntr,,,2015-12-30,Health Care
60628,60620,14-A00525,2014-10-22,Dismissed,J&M Services Inc ,,,2014-12-15,Service
60133,60188,14-A00526,2014-10-22,Fully Paid,Dupage Dental Care,131.41,,2015-09-07,Health Care
60625,60622,14-A00527,2014-10-22,Dismissed,We'll Clean Car Wash,,,2014-12-11,Car Wash
61024,60565,14-A00528,2014-10-22,Dismissed,"Phoenix Leather Goods, LLC",,,2015-01-26,Service
60051,60007,14-A00530,2014-10-22,Fully Paid,SUNG JI USA INC./Chicago Offset,765.19,,2016-10-20,Manufacturing
61802,61822,14-A00531,2014-10-22,Dismissed,"Prairie Fruit Farm and Creamery, LLC",,,2016-01-08,Agriculture
60586,60441,14-A00533,2014-10-22,Fully Paid,Pro-Line Construction and Remodeling,2401,,2015-11-10,Construction/Landscaping
60901,60901,14-A00534,2014-10-22,Dismissed,Kankakee County Community Service,,,2015-12-14,Non-Profit
61231,61299,14-A00535,2014-10-22,Dismissed,DRS Technologies,,,2014-10-22,Technology
60014,60010,14-A00537,2014-10-22,Fully Paid,Barrington Car Care Inc,1967.93,,2015-08-31,Automotive
60030,60090,14-A00538,2014-10-22,Dismissed,Capps Plumbing and Sewer Inc ,,,2015-09-07,Service
61072,60074,14-A00539,2014-10-30,Dismissed,Arlington Acura in Palatine,,,2014-10-30,Automotive
,62890,14-A00541,2014-10-28,Dismissed,Jim Wysong/Jaws Woodworking,,,2015-01-09,Construction/Landscaping
60552,60548,14-A00542,2014-10-29,Dismissed,Country Financial Ins,,,2016-02-18,Financial Services
77503,60014,14-A00543,2014-10-31,Dismissed,Servpro of Northeast McHenry Co,,,2015-11-02,Service
62703,62703,14-A00544,2014-10-29,Dismissed,Timberlake Sales/Agridyne/Mix30,,,2016-02-29,Retail & Wholesale
60630,60160,14-A00545,2014-10-29,Dismissed,Wheel Works Inc,,,2015-10-24,Automotive
60629,60634,14-A00546,2014-10-29,Dismissed,VMC Inc,,,2015-11-19,Transportation
60647,60612,14-A00547,2014-10-29,Fully Paid,City Escape Garden and Design,3368.85,,2016-01-15,Construction/Landscaping
61270,61252,14-A00548,2014-10-29,Dismissed,"Highland Chemical, Inc. / dba: Fulton Fertilizer",,,2016-04-25,Chemical
60090,60004,14-A00549,2014-10-29,Dismissed,Jameson's Original Charhouse,,,2015-07-17,Restaurant
60637,60616,14-A00551,2014-10-29,Dismissed,Cricket,,,2015-11-18,Telecommunications
60181,60181,14-A00552,2014-10-29,Dismissed,"Install-Right, LLC",,,2015-11-19,Service
60555,60177,14-A00554,2014-10-29,Dismissed,City Limits Systems,,,,Transportation
60585,60503,14-A00555,2014-10-29,Dismissed,"Ron Westphal Chevrolet, Inc",,,2016-02-03,Automotive
60401,60425,14-A00556,2014-10-29,Fully Paid,Perfect Potty,5729.12,,2016-01-04,Service
61802,61801,14-A00557,2014-10-29,Dismissed,"Reynolds Towing Service, Inc",,,2014-11-06,Service
62221,62226,14-A00558,2014-10-29,Dismissed,Midwest Rehab and Respitory,,,2015-06-17,Health Care
62501,62521,14-A00559,2014-10-29,Fully Paid,CJ's Car Care,400,,2016-03-16,Car Wash
,60563,14-A00560,2014-10-29,Dismissed,"Mapo Restaurant, LLC",0,,2015-11-16,Restaurant
60803,30339,14-A00562,2014-10-29,Dismissed,The Home Depot,,,2016-02-06,Retail & Wholesale
60558,60515,14-A00563,2014-10-29,Dismissed,Donegal Excavating ,,,2015-09-30,Service
60629,60803,14-A00564,2014-10-29,Dismissed,"Advertising Resources, Inc",,,2015-12-03,Advertising
60126,60101,14-A00565,2014-11-03,Dismissed,Bellyrub Klub,,,2015-02-08,
60628,60601,14-A00566,2014-11-05,Dismissed,City of Chicago Board of Education,,,2014-12-15,Education
60443,60655,14-A00567,2014-11-05,Fully Paid,Baptist Family Dental,249.1,,2015-08-28,Health Care
60637,,14-A00568,2014-11-05,Dismissed,JMS Security,,,2015-11-18,Security Company
60653,60202,14-A00569,2014-11-05,Dismissed,Rimland Services NFP,,,2015-06-26,Health Care
60641,60077,14-A00570,2014-11-05,Fully Paid,Sherman Dodge,1443.78,,,Automotive
60148,60007,14-A00571,2014-11-05,Dismissed,Runge Paper DBA Warehouse Direct ,,,2015-09-15,Retail & Wholesale
60625,60077,14-A00572,2014-11-05,Fully Paid,"Cafe Hanah, Inc",567,,2016-05-09,Restaurant
60624,75261,14-A00573,2014-11-05,Dismissed,Menzie's Aviation,,,2015-01-20,Airline
60649,60618,14-A00574,2014-11-05,Dismissed,Chicago Mini Bus Travel,,,2015-10-24,Transportation
,,14-A00575,2014-11-06,Dismissed,"T & A Complete Landscaping, Svc",,,2014-12-02,
60605,60653,14-A00576,2014-11-06,Dismissed,Wiley's Lawn Care LLC,,,2014-12-05,
60634,60640,14-A00577,2014-11-12,Dismissed,El Tipico Mexican Restaurant,,,2015-04-30,Restaurant
60629,60629,14-A00579,2014-11-12,Dismissed,"Diamond Parking Services, Inc",,,2015-03-09,Service
60901,60915,14-A00580,2014-11-12,Dismissed,"El Campesino, Inc",,,2015-06-17,Restaurant
62704,62703,14-A00581,2014-11-12,Dismissed,The Lodge,,,2015-09-30,Lodging/Hospitality
61704,61701,14-A00582,2014-11-12,Dismissed,Merle Pharmacy/Central Illinois Medical,,,2015-08-31,Internet Publishing
53128,60020,14-A00583,2014-11-12,Dismissed,O'Reilly Auto,,,2015-01-22,Automotive
60172,60428,14-A00584,2014-11-12,Dismissed,"Trucking Experts, LLC",,,2015-10-24,Transportation
,60453,14-A00585,2014-11-12,Fully Paid,"Royal Palace, Inc",1854.12,,2016-11-01,Restaurant
60586,60423,14-A00586,2014-11-12,Dismissed,Shackleton Custom Cabinetry,,,2015-09-11,Retail & Wholesale
,60513,14-A00587,2014-11-12,Dismissed,Motek Auto and Truck Repair,,,2016-02-10,Service
,60062,14-A00589,2014-10-30,Fully Paid,Personnel Staffing aka MVP/MVP Workforce,330,,2016-03-09,Day and Temporary Labor/Staffing
,60435,14-A00590,2014-11-14,Dismissed,Nu-Way Staffing,,,2015-04-16,Day and Temporary Labor/Staffing
62703,62711,14-A00591,2014-11-17,Dismissed,Chavours Trucking,,,2016-01-05,Transportation
62220,62221,14-A00592,2014-11-17,Fully Paid,Bamboo Valley,2128.98,,2016-09-13,Restaurant
61749,62526,14-A00593,2014-11-17,Dismissed,TCR Systems,,,2015-01-09,Service
60628,60643,14-A00594,2014-11-17,Dismissed,"Evergreen Motors, Inc",,,2015-09-30,Automotive
60643,60610,14-A00595,2014-11-17,Dismissed,Nouveau Tavern,,,2015-06-11,
60609,60642,14-A00596,2014-11-17,Fully Paid,Gaudi Cafe,500,,2015-09-14,Restaurant
60152,60520,14-A00597,2014-11-17,Dismissed,Carls Oil Company (Creekside Marathon),,,2014-12-07,
60654,60523,14-A00598,2014-11-17,Dismissed,Macy's,,,2014-12-16,Retail & Wholesale
62959,62948,14-A00599,2014-11-17,Dismissed,O'Reilly Auto Parts,,,2016-02-06,Automotive
60446,60446,14-A00600,2014-11-17,Dismissed,Multiplastics Inc. ,,,2016-02-06,
60176,62704,14-A00601,2014-11-17,Dismissed,"LR O'Hare Wallypark, LLC",,,2015-03-06,
60629,60638,14-A00602,2014-11-17,Dismissed,Pinnacle Reload Cowan,,,2015-09-07,Transportation
60618,63044,14-A00603,2014-11-17,Dismissed,Custom Communications-A Custom Cellular Inc. Co. ,,,2016-02-06,Telecommunications
60620,60445,14-A00604,2014-11-17,Dismissed,DEALS,,,2016-02-06,Consumer Products
61000,61008,14-A00606,2014-11-17,Dismissed,"Swanson Brothers, LLC dba Jersey's Bar & Grill",,,2016-02-06,
60632,60056,14-A00607,2014-11-17,Dismissed,White Way Sign Co,,,2015-03-10,Service
52804,60005,14-A00608,2014-11-17,Dismissed,"Johnson Controls, Inc (JCI)",,,2015-02-02,Service
46373,60426,14-A00609,2014-11-17,Dismissed,Harvey Fire Department,,,2015-12-19,Defense
80209,60137,14-A00610,2014-11-17,Dismissed,"BE Enterprises, LLC",0,,2015-06-29,Restaurant
60638,60411,14-A00611,2014-11-17,Dismissed,DPS Sewer Construction and Hauling,,,2015-09-30,Service
60465,33458,14-A00612,2014-11-17,Dismissed,G45 Secure Solutions USA,,,2014-12-15,Security Company
60051,60601,14-A00613,2014-11-17,Dismissed,"Midwest Organics Recycling, LLC",,,2016-05-04,Construction/Landscaping
60118,61117,14-A00614,2014-11-17,Fully Paid,Giovanni's Restaurant,537.74,,2015-10-30,Restaurant
60033,60098,14-A00616,2014-11-17,Dismissed,Valley Hi Nursing Home,,,2016-05-19,Health Care
,61701,14-A00618,2014-11-21,Dismissed,Sodexo,,,2015-01-22,Restaurant
60073,60045,14-A00623,2014-11-26,Dismissed,"M and M Movers of the North Shore, Inc",,,2015-01-26,Service
60064,60043,14-A00624,2014-11-26,Dismissed,Ostrowski Landscaping,,,2015-03-09,Construction/Landscaping
